sector	technology	year	region	scenario_source	metric	production	technology_share
power	gascap	2021	europe	demo_2020	target_sps	1536.58535160097	0.171650282759698
power	gascap	2022	global	demo_2020	projected	4358.47937183746	0.100000768253649
power	gascap	2022	global	demo_2020	corporate_economy	1161412.02154397	0.119636124134577
power	gascap	2022	global	demo_2020	target_cps	4482.1940674067	0.0758725953042613
power	gascap	2022	global	demo_2020	target_sds	4369.95903929199	0.0736166988663209
power	gascap	2022	global	demo_2020	target_sps	4451.8174342118	0.0752857898844427
power	gascap	2022	europe	demo_2020	projected	1556.00567242528	0.0319989620497529
power	gascap	2022	europe	demo_2020	corporate_economy	310973.470728731	0.203568760618481
power	gascap	2022	europe	demo_2020	target_cps	1600.30946229994	0.174879885663592
power	gascap	2022	europe	demo_2020	target_sds	1573.4753079750801	0.167739926397131
power	gascap	2022	europe	demo_2020	target_sps	1594.4673723494	0.172904790478922
power	gascap	2023	global	demo_2020	projected	4375.72233599939	0.100063144543863
power	gascap	2023	global	demo_2020	corporate_economy	1177209.65669085	0.11974051401158
power	gascap	2023	global	demo_2020	target_cps	4561.29438066989	0.0765246585058616
power	gascap	2023	global	demo_2020	target_sds	4392.94183741291	0.0731741003977168
power	gascap	2023	global	demo_2020	target_sps	4515.72943022919	0.0756517564509504
power	gascap	2023	europe	demo_2020	projected	1594.65684329631	0.0319876472258768
power	gascap	2023	europe	demo_2020	corporate_economy	316360.884286001	0.206166301630338
power	gascap	2023	europe	demo_2020	target_cps	1661.11252802445	0.176989989887153
power	gascap	2023	europe	demo_2020	target_sds	1620.86129670851	0.166589773845801
power	gascap	2023	europe	demo_2020	target_sps	1652.34939309784	0.174087974759847
power	gascap	2024	global	demo_2020	projected	4392.96530016131	0.100131006238677
power	gascap	2024	global	demo_2020	corporate_economy	1193007.29183773	0.121264032118925
power	gascap	2024	global	demo_2020	target_cps	4640.39469393307	0.0771652218722775
power	gascap	2024	global	demo_2020	target_sds	4415.92463507037	0.0727413171537374
power	gascap	2024	global	demo_2020	target_sps	4579.64142490998	0.076010934938531
power	gascap	2024	europe	demo_2020	projected	1633.30801416734	0.0319758993864843
power	gascap	2024	europe	demo_2020	corporate_economy	321748.297843272	0.208740638465821
power	gascap	2024	europe	demo_2020	target_cps	1721.91559458755	0.178997244767098
power	gascap	2024	europe	demo_2020	target_sds	1668.24728544195	0.165519321834349
power	gascap	2024	europe	demo_2020	target_sps	1710.23141401559	0.175205750001325
power	gascap	2025	global	demo_2020	projected	4148.83548822566	0.0884898226006122
power	gascap	2025	global	demo_2020	corporate_economy	1176227.61677444	0.122616755002441
power	gascap	2025	global	demo_2020	target_cps	4719.49500719626	0.0777945869600764
power	gascap	2025	global	demo_2020	target_sds	4438.90743319129	0.0723180262139828
power	gascap	2025	global	demo_2020	target_sps	4643.55341959078	0.076363512498337
power	gascap	2025	europe	demo_2020	projected	1509.85029338792	0.0277878395362446
power	gascap	2025	europe	demo_2020	corporate_economy	307725.06406357	0.219849163724428
power	gascap	2025	europe	demo_2020	target_cps	1782.71865964117	0.180908990734508
power	gascap	2025	europe	demo_2020	target_sds	1715.63327417538	0.164520563437392
power	gascap	2025	europe	demo_2020	target_sps	1768.11343459472	0.176263394189189
power	gascap	2026	global	demo_2020	projected	4151.87764631809	0.0885694703783329
power	gascap	2026	global	demo_2020	corporate_economy	1190263.13410431	0.124930271787642
power	gascap	2026	global	demo_2020	target_cps	4794.64405918112	0.0786244448111197
power	gascap	2026	global	demo_2020	target_sds	4458.46926471177	0.0721948157491244
power	gascap	2026	global	demo_2020	target_sps	4701.79873864763	0.0767974110433239
power	gascap	2026	europe	demo_2020	projected	1539.08473122915	0.0277748903058606
power	gascap	2026	europe	demo_2020	corporate_economy	311984.933770243	0.222196249327609
power	gascap	2026	europe	demo_2020	target_cps	1849.97864995223	0.183367776324242
power	gascap	2026	europe	demo_2020	target_sds	1741.09009311426	0.160065396406237
power	gascap	2026	europe	demo_2020	target_sps	1826.61760411562	0.176739928142258
power	gascap	2027	global	demo_2020	projected	4154.91980441052	0.088655407202628
power	gascap	2027	global	demo_2020	corporate_economy	1204298.65143419	0.12651427806414
power	gascap	2027	global	demo_2020	target_cps	4869.79311116599	0.079445760415174
power	gascap	2027	global	demo_2020	target_sds	4478.03109623225	0.0720730953998748
power	gascap	2027	global	demo_2020	target_sps	4760.04405770447	0.0772254687535802
power	gascap	2027	europe	demo_2020	projected	1568.31916907038	0.0277611339731431
power	gascap	2027	europe	demo_2020	corporate_economy	316244.803476915	0.224536919206284
power	gascap	2027	europe	demo_2020	target_cps	1917.23864026329	0.185714779145265
power	gascap	2027	europe	demo_2020	target_sds	1766.54691205314	0.155963671417175
power	gascap	2027	europe	demo_2020	target_sps	1885.12177363653	0.177189231599077
power	gascap	2028	global	demo_2020	projected	4157.96196250296	0.0887478802448766
power	gascap	2028	global	demo_2020	corporate_economy	1209298.83058064	0.127141087437757
power	gascap	2028	global	demo_2020	target_cps	4944.94216315085	0.0802586649929243
power	gascap	2028	global	demo_2020	target_sds	4497.59292775274	0.0719528382963799
power	gascap	2028	global	demo_2020	target_sps	4818.2893767613205	0.0776478027783826
power	gascap	2028	europe	demo_2020	projected	1597.55360691162	0.0277463920781148
power	gascap	2028	europe	demo_2020	corporate_economy	320504.673183587	0.226836250501298
power	gascap	2028	europe	demo_2020	target_cps	1984.49863057434	0.187957452672222
power	gascap	2028	europe	demo_2020	target_sds	1792.00373099202	0.15217493371103
power	gascap	2028	europe	demo_2020	target_sps	1943.62594315743	0.177613573766421
power	gascap	2029	global	demo_2020	projected	4161.00412059539	0.0888519942368922
power	gascap	2029	global	demo_2020	corporate_economy	1196121.98207383	0.126476078411108
power	gascap	2029	global	demo_2020	target_cps	5020.09121513571	0.081063287091107
power	gascap	2029	global	demo_2020	target_sds	4517.15475927322	0.0718340182109511
power	gascap	2029	global	demo_2020	target_sps	4876.53469581817	0.0780645271549394
power	gascap	2029	europe	demo_2020	projected	1626.78804475285	0.0277304387057585
power	gascap	2029	europe	demo_2020	corporate_economy	324764.542890259	0.229120972826924
power	gascap	2029	europe	demo_2020	target_cps	2051.7586208854	0.190102602141772
power	gascap	2029	europe	demo_2020	target_sds	1817.4605499309	0.148664675534292
power	gascap	2029	europe	demo_2020	target_sps	2002.13011267833	0.178014978531547
power	gascap	2030	global	demo_2020	projected	4164.04627868782	0.0889582850626091
power	gascap	2030	global	demo_2020	corporate_economy	1211866.81819593	0.128480241151463
power	gascap	2030	global	demo_2020	target_cps	5095.24026712058	0.0818597526502742
power	gascap	2030	global	demo_2020	target_sds	4536.7165907937	0.0717166095389949
power	gascap	2030	global	demo_2020	target_sps	4934.78001487502	0.0784757529110482
power	gascap	2030	europe	demo_2020	projected	1656.02248259408	0.0277129793237287
power	gascap	2030	europe	demo_2020	corporate_economy	329024.412596931	0.234747632777985
power	gascap	2030	europe	demo_2020	target_cps	2119.01861119646	0.192156453525499
power	gascap	2030	europe	demo_2020	target_sds	1842.91736886978	0.145403282085625
power	gascap	2030	europe	demo_2020	target_sps	2060.63428219924	0.178395256741059
power	gascap	2031	global	demo_2020	projected	4167.08843678025	0.0890716109208963
power	gascap	2031	global	demo_2020	corporate_economy	1094212.78830046	0.118479783821727
power	gascap	2031	global	demo_2020	target_cps	5178.41877405828	0.0827148028109455
power	gascap	2031	global	demo_2020	target_sds	4565.150723855	0.0713402187019822
power	gascap	2031	global	demo_2020	target_sps	5004.98660842876	0.0791607315794736
power	gascap	2031	europe	demo_2020	projected	1685.25692043531	0.0276936182075905
power	gascap	2031	europe	demo_2020	corporate_economy	333284.282303604	0.241195994306098
power	gascap	2031	europe	demo_2020	target_cps	2181.10360656943	0.194018411608997
power	gascap	2031	europe	demo_2020	target_sds	1878.54404544744	0.142881971031881
power	gascap	2031	europe	demo_2020	target_sps	2117.1819456826	0.178403334517243
power	gascap	2032	global	demo_2020	projected	3488.24062130645	0.0812121484995836
power	gascap	2032	global	demo_2020	corporate_economy	1061547.76233896	0.117003385539329
power	gascap	2032	global	demo_2020	target_cps	5261.59728099599	0.0835600169391275
power	gascap	2032	global	demo_2020	target_sds	4593.58485691631	0.0709723453277982
power	gascap	2032	global	demo_2020	target_sps	5075.1932019825	0.0798383234423053
power	gascap	2032	europe	demo_2020	projected	1032.60138471031	0.0196919934712916
power	gascap	2032	europe	demo_2020	corporate_economy	294818.213844763	0.227419252351664
power	gascap	2032	europe	demo_2020	target_cps	2243.1886019424	0.195810751792375
power	gascap	2032	europe	demo_2020	target_sds	1914.17072202511	0.140535774951629
power	gascap	2032	europe	demo_2020	target_sps	2173.72960916596	0.178410992696401
power	gascap	2033	global	demo_2020	projected	3467.42303481884	0.0813393106429972
power	gascap	2033	global	demo_2020	corporate_economy	1070113.66800074	0.118349602759587
power	gascap	2033	global	demo_2020	target_cps	5344.77578793369	0.0843955637867657
power	gascap	2033	global	demo_2020	target_sds	4622.01898997762	0.0706127035347067
power	gascap	2033	global	demo_2020	target_sps	5145.39979553624	0.0805086473476117
power	gascap	2033	europe	demo_2020	projected	1037.97607797151	0.0196669406499755
power	gascap	2033	europe	demo_2020	corporate_economy	297583.077009192	0.232070501277204
power	gascap	2033	europe	demo_2020	target_cps	2305.27359731537	0.197537306901644
power	gascap	2033	europe	demo_2020	target_sds	1949.79739860277	0.13834706249235
power	gascap	2033	europe	demo_2020	target_sps	2230.27727264932	0.17841826314461
power	gascap	2034	global	demo_2020	projected	2968.96400930748	0.0663994730542022
power	gascap	2034	global	demo_2020	corporate_economy	1017469.67139216	0.11683543858883
power	gascap	2034	global	demo_2020	target_cps	5427.9542948714	0.0852216082674975
power	gascap	2034	global	demo_2020	target_sds	4650.45312303892	0.0702610200932683
power	gascap	2034	global	demo_2020	target_sps	5215.60638908998	0.0811718196074951
power	gascap	2034	europe	demo_2020	projected	1043.35077123271	0.0196374617250325
power	gascap	2034	europe	demo_2020	corporate_economy	300347.940173621	0.241571679617831
power	gascap	2034	europe	demo_2020	target_cps	2367.35859268834	0.199201633477234
power	gascap	2034	europe	demo_2020	target_sds	1985.42407518043	0.13630049238017
power	gascap	2034	europe	demo_2020	target_sps	2286.82493613268	0.178425174580878
power	gascap	2035	global	demo_2020	projected	2956.9624249881	0.0665379295033981
power	gascap	2035	global	demo_2020	corporate_economy	1026782.69837781	0.118583240317276
power	gascap	2035	global	demo_2020	target_cps	5511.1328018091	0.0860383115651653
power	gascap	2035	global	demo_2020	target_sds	4678.88725610023	0.069917033734057693
power	gascap	2035	global	demo_2020	target_sps	5285.81298264373	0.0818279540653735
power	gascap	2035	europe	demo_2020	projected	1048.7254644939	0.0196016861774834
power	gascap	2035	europe	demo_2020	corporate_economy	303112.80333805	0.243550046850521
power	gascap	2035	europe	demo_2020	target_cps	2429.44358806131	0.200807036228031
power	gascap	2035	europe	demo_2020	target_sds	2021.05075175809	0.134382653300032
power	gascap	2035	europe	demo_2020	target_sps	2343.37259961604	0.178431752956285
power	gascap	2036	global	demo_2020	projected	2944.96084066871	0.0666790130111314
power	gascap	2036	global	demo_2020	corporate_economy	952430.360224575	0.111207382153445
power	gascap	2036	global	demo_2020	target_cps	5594.31130874681	0.0868458312386673
power	gascap	2036	global	demo_2020	target_sds	4707.32138916154	0.0695804945003437
power	gascap	2036	global	demo_2020	target_sps	5345.02590711016	0.0822330233641756
power	gascap	2036	europe	demo_2020	projected	1054.1001577551	0.0195564694129793
power	gascap	2036	europe	demo_2020	corporate_economy	305877.666502479	0.244847050222128
power	gascap	2036	europe	demo_2020	target_cps	2491.52858343428	0.202356589933282
power	gascap	2036	europe	demo_2020	target_sds	2056.67742833575	0.132581769659358
power	gascap	2036	europe	demo_2020	target_sps	2398.53215287955	0.178357547145419
power	gascap	2037	global	demo_2020	projected	2932.95925634932	0.0668177696317718
power	gascap	2037	global	demo_2020	corporate_economy	959663.333433014	0.11240984161162
power	gascap	2037	global	demo_2020	target_cps	5677.48981568451	0.087644321323292
power	gascap	2037	global	demo_2020	target_sds	4735.75552222285	0.069251163142361
power	gascap	2037	global	demo_2020	target_sps	5404.2388315766	0.0826331145809751
power	gascap	2037	europe	demo_2020	projected	1059.4748510163	0.0194960711158356
power	gascap	2037	europe	demo_2020	corporate_economy	308642.529666908	0.24613433191859
power	gascap	2037	europe	demo_2020	target_cps	2553.61357880725	0.203853159097798
power	gascap	2037	europe	demo_2020	target_sds	2092.30410491341	0.130887459589092
power	gascap	2037	europe	demo_2020	target_sps	2453.69170614306	0.178286735260001
power	gascap	2038	global	demo_2020	projected	2486.13958902215	0.0623428257016676
power	gascap	2038	global	demo_2020	corporate_economy	919638.560699499	0.108363623874558
power	gascap	2038	global	demo_2020	target_cps	5760.66832262222	0.0884339324286721
power	gascap	2038	global	demo_2020	target_sds	4764.18965528415	0.0689288105500894
power	gascap	2038	global	demo_2020	target_sps	5463.45175604304	0.0830283189222251
power	gascap	2038	europe	demo_2020	projected	630.031461269712	0.0148082622417869
power	gascap	2038	europe	demo_2020	corporate_economy	264149.646889384	0.218052937303993
power	gascap	2038	europe	demo_2020	target_cps	2615.69857418022	0.20529941562481
power	gascap	2038	europe	demo_2020	target_sds	2127.93078149107	0.129290534673419
power	gascap	2038	europe	demo_2020	target_sps	2508.85125940657	0.178219089665466
power	gascap	2039	global	demo_2020	projected	2471.81228216065	0.0624277497153643
power	gascap	2039	global	demo_2020	corporate_economy	899732.492642179	0.106631665668309
power	gascap	2039	global	demo_2020	target_cps	5843.84682955992	0.0892148118334887
power	gascap	2039	global	demo_2020	target_sds	4792.62378834546	0.0686132172217153
power	gascap	2039	global	demo_2020	target_sps	5522.66468050948	0.0834187253798386
power	gascap	2039	europe	demo_2020	projected	633.080431988804	0.0146656784799317
power	gascap	2039	europe	demo_2020	corporate_economy	266661.741345884	0.21932157189044801
power	gascap	2039	europe	demo_2020	target_cps	2677.78356955319	0.206697854735882
power	gascap	2039	europe	demo_2020	target_sds	2163.55745806873	0.127782833248028
power	gascap	2039	europe	demo_2020	target_sps	2564.01081267008	0.178154402639036
power	gascap	2040	global	demo_2020	projected	2457.48497529916	0.0623824118222797
power	gascap	2040	global	demo_2020	corporate_economy	907461.131104009	0.107795278864856
power	gascap	2040	global	demo_2020	target_cps	5927.02533649763	0.0899871035770508
power	gascap	2040	global	demo_2020	target_sds	4821.05792140677	0.0683041727651818
power	gascap	2040	global	demo_2020	target_sps	5581.87760497591	0.0838044207979957
power	gascap	2040	europe	demo_2020	projected	636.129402707895	0.0143771702040691
power	gascap	2040	europe	demo_2020	corporate_economy	269173.835802383	0.220580960673724
power	gascap	2040	europe	demo_2020	target_cps	2739.86856492616	0.208050809337424
power	gascap	2040	europe	demo_2020	target_sds	2199.18413464639	0.126357080880911
power	gascap	2040	europe	demo_2020	target_sps	2619.17036593358	0.178092484239141
power	hydrocap	2020	europe	demo_2020	projected	4861.51574722611	0.0227784745059571
power	hydrocap	2020	europe	demo_2020	corporate_economy	745278.995817572	0.492310390438827
power	hydrocap	2020	europe	demo_2020	target_cps	4861.51574722611	0.559951857305415
power	hydrocap	2020	europe	demo_2020	target_sds	4861.51574722611	0.559951857305415
power	hydrocap	2020	europe	demo_2020	target_sps	4861.51574722611	0.559951857305415
power	hydrocap	2020	global	demo_2020	projected	24040.2717374264	0.261743267254038
power	hydrocap	2020	global	demo_2020	corporate_economy	3304424.91549754	0.345277135580797
power	hydrocap	2020	global	demo_2020	target_cps	24040.2717374264	0.414382347851567
power	hydrocap	2020	global	demo_2020	target_sds	24040.2717374264	0.414382347851567
power	hydrocap	2020	global	demo_2020	target_sps	24040.2717374264	0.414382347851567
power	hydrocap	2021	global	demo_2020	projected	24928.4949330941	0.26900646807946
power	hydrocap	2021	global	demo_2020	corporate_economy	3408718.72095874	0.351861651944356
power	hydrocap	2021	global	demo_2020	target_cps	24087.0337367659	0.411427753245953
power	hydrocap	2021	global	demo_2020	target_sds	24114.7270848774	0.410898169167647
power	hydrocap	2021	global	demo_2020	target_sps	24091.5275234861	0.411304390233357
power	hydrocap	2021	europe	demo_2020	projected	4852.13112558206	0.0227784745059571
power	hydrocap	2021	europe	demo_2020	corporate_economy	748745.799926565	0.492361294166972
power	hydrocap	2021	europe	demo_2020	target_cps	4901.01540053542	0.549658991073631
power	hydrocap	2021	europe	demo_2020	target_sds	4915.57227708815	0.544285710842181
power	hydrocap	2021	europe	demo_2020	target_sps	4904.54407416517	0.547881298139874
power	hydrocap	2022	global	demo_2020	projected	25046.8593040741	0.268990113063423
power	hydrocap	2022	global	demo_2020	corporate_economy	3407270.01368363	0.350980161007095
power	hydrocap	2022	global	demo_2020	target_cps	24133.7957379123	0.408526201597012
power	hydrocap	2022	global	demo_2020	target_sds	24189.182434118	0.407493009216735
power	hydrocap	2022	global	demo_2020	target_sps	24142.783307741	0.408284602455634
power	hydrocap	2022	europe	demo_2020	projected	4842.74650393801	0.0227784745059571
power	hydrocap	2022	europe	demo_2020	corporate_economy	752212.604035559	0.492411739066625
power	hydrocap	2022	europe	demo_2020	target_cps	4940.51505384474	0.539893519403363
power	hydrocap	2022	europe	demo_2020	target_sds	4969.62880714648	0.52978598781101
power	hydrocap	2022	europe	demo_2020	target_sps	4947.57240130438	0.536517074141403
power	hydrocap	2023	global	demo_2020	projected	26141.7306150055	0.279616045508564
power	hydrocap	2023	global	demo_2020	corporate_economy	3497586.58356293	0.355758902363315
power	hydrocap	2023	global	demo_2020	target_cps	24180.5577390587	0.405676277177922
power	hydrocap	2023	global	demo_2020	target_sds	24263.6377833587	0.404164209972544
power	hydrocap	2023	global	demo_2020	target_sps	24194.039091996	0.405321350898467
power	hydrocap	2023	europe	demo_2020	projected	4833.36188229397	0.0227784745059571
power	hydrocap	2023	europe	demo_2020	corporate_economy	755679.408144552	0.492461731313535
power	hydrocap	2023	europe	demo_2020	target_cps	4980.01470715406	0.530615920226266
power	hydrocap	2023	europe	demo_2020	target_sds	5023.6853372048	0.516327094672999
power	hydrocap	2023	europe	demo_2020	target_sps	4990.60072844358	0.525798948623642
power	hydrocap	2024	global	demo_2020	projected	26204.6968707339	0.279601539741862
power	hydrocap	2024	global	demo_2020	corporate_economy	3490931.949743	0.354838136342419
power	hydrocap	2024	global	demo_2020	target_cps	24227.3197402051	0.402876614260368
power	hydrocap	2024	global	demo_2020	target_sds	24338.0931325994	0.400909231424734
power	hydrocap	2024	global	demo_2020	target_sps	24245.294876251	0.402413062599205
power	hydrocap	2024	europe	demo_2020	projected	4823.97726064992	0.0227784745059571
power	hydrocap	2024	europe	demo_2020	corporate_economy	759146.212253545	0.492511276973111
power	hydrocap	2024	europe	demo_2020	target_cps	5019.51436046338	0.521790524120923
power	hydrocap	2024	europe	demo_2020	target_sds	5077.74186726312	0.503800843947796
power	hydrocap	2024	europe	demo_2020	target_sps	5033.62905538265	0.515673344934089
power	hydrocap	2025	global	demo_2020	projected	26267.6631264624	0.27958793863515
power	hydrocap	2025	global	demo_2020	corporate_economy	3384093.43250484	0.352777429641314
power	hydrocap	2025	global	demo_2020	target_cps	24274.0817413515	0.400125894830731
power	hydrocap	2025	global	demo_2020	target_sds	24412.5484818401	0.397725644796918
power	hydrocap	2025	global	demo_2020	target_sps	24296.550660506	0.39955822241699
power	hydrocap	2025	europe	demo_2020	projected	4814.59263900588	0.0227784745059571
power	hydrocap	2025	europe	demo_2020	corporate_economy	662429.132944313	0.473261712846438
power	hydrocap	2025	europe	demo_2020	target_cps	5059.01401377269	0.513385056241891
power	hydrocap	2025	europe	demo_2020	target_sds	5131.79839732145	0.492113539929002
power	hydrocap	2025	europe	demo_2020	target_sps	5076.65738252185	0.506092450784422
power	hydrocap	2026	global	demo_2020	projected	26330.6293821908	0.279575231430845
power	hydrocap	2026	global	demo_2020	corporate_economy	3375827.75573838	0.354327599459784
power	hydrocap	2026	global	demo_2020	target_cps	24317.3594100588	0.398765551579834
power	hydrocap	2026	global	demo_2020	target_sds	24503.9551459498	0.396786076532709
power	hydrocap	2026	global	demo_2020	target_sps	24347.7586017645	0.397687125557645
power	hydrocap	2026	europe	demo_2020	projected	4805.20801736183	0.0227784745059571
power	hydrocap	2026	europe	demo_2020	corporate_economy	664284.894106772	0.473104935458877
power	hydrocap	2026	europe	demo_2020	target_cps	5101.27316946717	0.505632385288267
power	hydrocap	2026	europe	demo_2020	target_sds	5198.99792221378	0.477964734062579
power	hydrocap	2026	europe	demo_2020	target_sps	5129.3283219322	0.496303723884927
power	hydrocap	2027	global	demo_2020	projected	26393.5956379192	0.279563409251909
power	hydrocap	2027	global	demo_2020	corporate_economy	3367562.07897191	0.353769959594269
power	hydrocap	2027	global	demo_2020	target_cps	24360.6370787662	0.397419211194637
power	hydrocap	2027	global	demo_2020	target_sds	24595.3618100596	0.395857871469976
power	hydrocap	2027	global	demo_2020	target_sps	24398.966543023	0.395841216078268
power	hydrocap	2027	europe	demo_2020	projected	4795.82339571778	0.0227784745059571
power	hydrocap	2027	europe	demo_2020	corporate_economy	666140.655269232	0.472966413511763
power	hydrocap	2027	europe	demo_2020	target_cps	5143.53232516165	0.498232170859412
power	hydrocap	2027	europe	demo_2020	target_sds	5266.19744710611	0.464938396288517
power	hydrocap	2027	europe	demo_2020	target_sps	5181.99926134255	0.487074352492895
power	hydrocap	2028	global	demo_2020	projected	26456.5618936477	0.279552465087028
power	hydrocap	2028	global	demo_2020	corporate_economy	3359296.40220544	0.353183668752143
power	hydrocap	2028	global	demo_2020	target_cps	24403.9147474736	0.396086658571829
power	hydrocap	2028	global	demo_2020	target_sds	24686.7684741694	0.394940824706787
power	hydrocap	2028	global	demo_2020	target_sps	24450.1744842815	0.39401998879707
power	hydrocap	2028	europe	demo_2020	projected	4786.43877407374	0.0227784745059571
power	hydrocap	2028	europe	demo_2020	corporate_economy	667996.416431691	0.472772521369365
power	hydrocap	2028	europe	demo_2020	target_cps	5185.79148085612	0.491160911786032
power	hydrocap	2028	europe	demo_2020	target_sds	5333.39697199844	0.452906049597999
power	hydrocap	2028	europe	demo_2020	target_sps	5234.6702007529	0.478357723674921
power	hydrocap	2029	global	demo_2020	projected	26519.5281493761	0.279542393785866
power	hydrocap	2029	global	demo_2020	corporate_economy	3351030.72543897	0.354332778044783
power	hydrocap	2029	global	demo_2020	target_cps	24447.192416181	0.394767682991361
power	hydrocap	2029	global	demo_2020	target_sds	24778.1751382791	0.394034736238184
power	hydrocap	2029	global	demo_2020	target_sps	24501.3824255401	0.392222951952405
power	hydrocap	2029	europe	demo_2020	projected	4777.05415242969	0.0227784745059571
power	hydrocap	2029	europe	demo_2020	corporate_economy	669852.17759415	0.472579861134861
power	hydrocap	2029	europe	demo_2020	target_cps	5228.0506365506	0.484397150824851
power	hydrocap	2029	europe	demo_2020	target_sds	5400.59649689077	0.441758103598136
power	hydrocap	2029	europe	demo_2020	target_sps	5287.34114016324	0.470112263730956
power	hydrocap	2030	global	demo_2020	projected	26582.4944051046	0.279533192064492
power	hydrocap	2030	global	demo_2020	corporate_economy	3342765.04867251	0.354394767739809
power	hydrocap	2030	global	demo_2020	target_cps	24490.4700848884	0.393462078005371
power	hydrocap	2030	global	demo_2020	target_sds	24869.5818023889	0.393139410810756
power	hydrocap	2030	global	demo_2020	target_sps	24552.5903667986	0.390449626760083
power	hydrocap	2030	europe	demo_2020	projected	4767.66953078565	0.0227784745059571
power	hydrocap	2030	europe	demo_2020	corporate_economy	671707.938756609	0.479240574572381
power	hydrocap	2030	europe	demo_2020	target_cps	5270.30979224508	0.477921257183631
power	hydrocap	2030	europe	demo_2020	target_sds	5467.7960217831	0.431400507028463
power	hydrocap	2030	europe	demo_2020	target_sps	5340.01207957359	0.462300775137632
power	hydrocap	2031	global	demo_2020	projected	26645.460660833	0.279524858521236
power	hydrocap	2031	global	demo_2020	corporate_economy	3334499.37190604	0.361054786565545
power	hydrocap	2031	global	demo_2020	target_cps	24527.6442192642	0.391779680928261
power	hydrocap	2031	global	demo_2020	target_sds	24938.2356843687	0.389713132245083
power	hydrocap	2031	global	demo_2020	target_sps	24593.9597335722	0.388987223595566
power	hydrocap	2031	europe	demo_2020	projected	4758.2849091416	0.0227784745059571
power	hydrocap	2031	europe	demo_2020	corporate_economy	673563.699919068	0.487454329401831
power	hydrocap	2031	europe	demo_2020	target_cps	5306.35619549289	0.472022877492006
power	hydrocap	2031	europe	demo_2020	target_sds	5526.29096839567	0.420329429045664
power	hydrocap	2031	europe	demo_2020	target_sps	5384.62557512564	0.45373292535778
power	hydrocap	2032	global	demo_2020	projected	26708.4269165615	0.279517393663295
power	hydrocap	2032	global	demo_2020	corporate_economy	3326233.69513957	0.366616196871652
power	hydrocap	2032	global	demo_2020	target_cps	24564.8183536401	0.390116637233059
power	hydrocap	2032	global	demo_2020	target_sds	25006.8895663486	0.386364387980074
power	hydrocap	2032	global	demo_2020	target_sps	24635.3291003458	0.387540590977453
power	hydrocap	2032	europe	demo_2020	projected	4748.90028749755	0.0227784745059571
power	hydrocap	2032	europe	demo_2020	corporate_economy	675419.461081527	0.521010513087924
power	hydrocap	2032	europe	demo_2020	target_cps	5342.40259874071	0.466345035959583
power	hydrocap	2032	europe	demo_2020	target_sds	5584.78591500824	0.410027280991048
power	hydrocap	2032	europe	demo_2020	target_sps	5429.23907067769	0.445610129291724
power	hydrocap	2033	global	demo_2020	projected	26771.3931722899	0.279510799944566
power	hydrocap	2033	global	demo_2020	corporate_economy	3317968.01837311	0.366951856317379
power	hydrocap	2033	global	demo_2020	target_cps	24601.992488016	0.388472614883362
power	hydrocap	2033	global	demo_2020	target_sds	25075.5434483284	0.383090575639769
power	hydrocap	2033	global	demo_2020	target_sps	24676.6984671195	0.386109475169679
power	hydrocap	2033	europe	demo_2020	projected	4739.51566585351	0.0227784745059571
power	hydrocap	2033	europe	demo_2020	corporate_economy	677275.222243986	0.528173852856347
power	hydrocap	2033	europe	demo_2020	target_cps	5378.44900198852	0.460875590818343
power	hydrocap	2033	europe	demo_2020	target_sds	5643.2808616208	0.400416643587695
power	hydrocap	2033	europe	demo_2020	target_sps	5473.85256622973	0.437898587567204
power	hydrocap	2034	global	demo_2020	projected	24530.9410762709	0.263139199548871
power	hydrocap	2034	global	demo_2020	corporate_economy	3168957.20399348	0.363889475242263
power	hydrocap	2034	global	demo_2020	target_cps	24639.1666223919	0.386847289395025
power	hydrocap	2034	global	demo_2020	target_sds	25144.1973303083	0.379889208021828
power	hydrocap	2034	global	demo_2020	target_sps	24718.0678338931	0.384693627850371
power	hydrocap	2034	europe	demo_2020	projected	4730.13104420946	0.0227784745059571
power	hydrocap	2034	europe	demo_2020	corporate_economy	679130.983406445	0.546229190874982
power	hydrocap	2034	europe	demo_2020	target_cps	5414.49540523633	0.455603275527955
power	hydrocap	2034	europe	demo_2020	target_sds	5701.77580823337	0.391430153295046
power	hydrocap	2034	europe	demo_2020	target_sps	5518.46606178178	0.430567838812011
power	hydrocap	2035	global	demo_2020	projected	24543.4357315713	0.263134363517829
power	hydrocap	2035	global	demo_2020	corporate_economy	3157607.57491657	0.364672426284111
power	hydrocap	2035	global	demo_2020	target_cps	24676.3407567678	0.385240343622646
power	hydrocap	2035	global	demo_2020	target_sds	25212.8512122881	0.376757906795685
power	hydrocap	2035	global	demo_2020	target_sps	24759.4372006667	0.383292805968201
power	hydrocap	2035	europe	demo_2020	projected	4720.74642256542	0.0227784745059571
power	hydrocap	2035	europe	demo_2020	corporate_economy	680986.744568904	0.547170398999508
power	hydrocap	2035	europe	demo_2020	target_cps	5450.54180848415	0.450517621309366
power	hydrocap	2035	europe	demo_2020	target_sds	5760.27075484594	0.383008921022597
power	hydrocap	2035	europe	demo_2020	target_sps	5563.07955733383	0.423590357509937
power	hydrocap	2036	global	demo_2020	projected	24555.9303868718	0.263130418228002
power	hydrocap	2036	global	demo_2020	corporate_economy	3146257.94583965	0.367362407109535
